symbol,name,nse_sector,yahoo_sector,yahoo_industry,mcap_cr,median_traded_value_cr,current_micro_sectors,summary
NIITMTS,NIIT Learning Systems Limited,,Consumer Defensive,Education & Training Services,2967.0,2.19,,"NIIT Learning Systems Limited provides managed training services in India, the United States, Europe, and internationally. Its managed training services include custom content and curriculum design, learning administration and delivery, strategic sourcing, learning technology, and learning and development (L&D) consulting services. The company also offers digital transformation and IT training, im"
VERANDA,Veranda Learning Solutions Limited,,Consumer Defensive,Education & Training Services,2212.0,5.25,,"Veranda Learning Solutions Limited operates as an education company in India. The company offers educational services and integrated learning solutions in online, offline hybrid and offline blended models to students, professional career aspirants, graduates, professionals, and working professionals enrolled with courses through career-defining competitive exams, professional courses, exam-oriente"
NIITLTD,NIIT Limited,,Consumer Defensive,Education & Training Services,1241.0,2.98,,"NIIT Limited engages in providing learning and knowledge solutions to individuals, enterprises, and various institutions in India and internationally. The company offers a variety of training programs, certifications, and solutions for career seekers and working professionals. The company also offers a program portfolio such as AI/ML, generative AI, data science, full-stack product engineering, 5g"
JARO,Jaro Institute of Technology Management and Research Limited,,Consumer Defensive,Education & Training Services,1058.0,4.95,,"Jaro Institute of Technology Management and Research Limited, together with its subsidiaries, provides student enrolments and program management services in India. The company offers educational courses and degrees offered by the universities/institutes. Its program management services include providing online education through Learning Management System and maintaining conference rooms throughout"
GLOBAL,Global Education Limited,,Consumer Defensive,Education & Training Services,665.0,1.71,,"Global Education Limited provides educational and consultancy services in India. It operates through two segments, Educational Training and Development Activities; and Educational Business Support Activities. The company offers infrastructural facilities, online examinations, and training, including medical training, soft skill development, marketing, and publicity through various modes, such as p"
PRECWIRE,Precision Wires India Limited,,Industrials,Electrical Equipment & Parts,8660.0,26.02,,"Precision Wires India Limited manufactures and sells insulated enamelled winding wires and other insulated electric conductors in India and internationally. The company offers enamelled round and rectangular winding wires, continuously transposed conductors, paper/mica/nomex insulated copper conductors, and submersible winding wires. It serves static and rotating electric equipment, auto-electrica"
GENUSPOWER,Genus Power Infrastructures Limited,,Industrials,Electrical Equipment & Parts,8599.0,74.11,,"Genus Power Infrastructures Limited, together with its subsidiaries, provides smart metering solutions in India and internationally. The company offers various electricity meters, including residential, commercial, and industrial meters; prepayment and smart meters; distribution transformer metering products; non-utility business or segment meters, such as panel, and net ABT meters; and open acces"
KSHINTL,KSH International Limited,,Industrials,Electrical Equipment & Parts,6993.0,29.65,,"KSH International Limited manufactures magnet winding wires in India. The company offers round enamelled, paper insulated rectangular, rectangular enamelled, and wrapped rectangular copper/aluminum magnet winding wires, as well as transposed conductors and bunched paper insulated copper magnet winding wires under the brand name of KSH. Its products are components of transformers, motors, alternato"
MARINE,Marine Electricals (India) Limited,,Industrials,Electrical Equipment & Parts,5819.0,27.2,,"Marine Electricals (India) Limited manufactures and sells various marine and industrial electrical and electronic components in India and internationally. The company operates through Marine and Industry segments. It provides marine and defence solutions that offer power generation and distribution solutions, including main switch boards, automated power management systems, motor control centers/g"
SPECTRUM,Spectrum Electrical Industries Limited,,Industrials,Electrical Equipment & Parts,5453.0,1.99,,"Spectrum Electrical Industries Limited designs, manufactures, and sells electrical, automobile, and irrigation components in India. The company provides distribution boards, AC boxes, modular electric board panels, mini MCB bases and covers, tools, moulds, electric bulb holders, auto and irrigation equipment, lamp angle holders, EV chargers, control panel, metal junction boxes, electrical safety d"
RAMRAT,Ram Ratna Wires Limited,,Industrials,Electrical Equipment & Parts,5135.0,16.1,,"Ram Ratna Wires Limited, together with its subsidiaries, manufactures and sells winding wires in India and internationally. It operates through the Winding Wires and Strips, Copper Tubes and Pipes, and Other segments. The company is involved in the manufacture of BLDC motors for air conditioners, hub motors, HVLS fans, submersible pumps, and related products, as well as the manufacture of fabricat"
UNIVCABLES,Universal Cables Limited,,Industrials,Electrical Equipment & Parts,5126.0,17.9,Cables & Wires,"Universal Cables Limited engages in the manufacture and sale of electrical and other cables, wires, conductors, accessories for cables and conductors, capacitors and capacitor banks, harmonic filters, and static VAR generators under the UNISTAR brand in India and internationally. The company offers XLPE cables, such as extra high voltage, medium voltage, low voltage, and aeriel bunched cables. It"
SHILCTECH,Shilchar Technologies Limited,,Industrials,Electrical Equipment & Parts,4549.0,6.4,,"Shilchar Technologies Limited engages in the manufacture and sale of transformers and parts in India and internationally. It provides power and distribution transformers, furnace transformers, linear transformers, telecom transformers, standard line transformers, R- core transformers, high frequency transformers, toroidal transformers, control transformers, HV choke, and inductors and chokes for s"
HIRECT,Hirect Limited,,Industrials,Electrical Equipment & Parts,4266.0,6.36,,"Hirect Limited designs, develops, manufactures, and markets power semiconductors, power electronic equipment, and railway transportation equipment in India and internationally. The company provides traction and AUX transformers for railways, IGBT propulsion systems manufacturers and suppliers, auxillary converters and battery chargers, on-board AC to DC rectifiers systems, traction motor, electric"
INDOTECH,Indo Tech Transformers Limited,,Industrials,Electrical Equipment & Parts,3519.0,4.5,,"Indo Tech Transformers Limited engages in the manufacture and sale of transformers in India and internationally. The company offers distribution and power transformers; large power transformers, including generator step up/down, two and three winding, and auto transformers, as well as skid-mounted substations. It serves various sectors, such as transmission, generation, hydro, wind, solar, steel,"
BBL,Bharat Bijlee Limited,,Industrials,Electrical Equipment & Parts,2472.0,4.23,,"Bharat Bijlee Limited operates as an electrical engineering company in India and internationally. It operates through Power Systems and Industrial Systems segments. The company is involved in the design, manufacture, commission, and marketing of power transformers; EPC projects for electrical substations, such as delivery, rectification, commissioning, and servicing of transformers; and marketing"
MVELECTRO,MV Electrosystems Limited,,Industrials,Electrical Equipment & Parts,2407.0,364.87,,"MV Electrosystems Limited engages in research, design, development, and manufacturing of electrical and power electronics equipment used in railway rolling stock, railway propulsion equipment, and cable assemblies. The company provides rolling stock electrics and propulsion systems, including IGBT based traction converter, auxiliary power converters, vehicle control units/ TCMS, driver display uni"
EVEREADY,Eveready Industries India Limited,,Industrials,Electrical Equipment & Parts,2339.0,2.96,,"Eveready Industries India Limited manufactures and markets dry cell batteries, flashlights, and lighting and electrical products in India and internationally. The company offers carbon zinc, alkaline, coin cells, lithium AA/ AAA, and rechargeable batteries, as well as chargers; and rechargeable lanterns/rechargeable headlamps, brass, aluminum, and rechargeable torches. It also provides consumer li"
EXICOM,Exicom Tele-Systems Limited,,Industrials,Electrical Equipment & Parts,2248.0,19.84,,"Exicom Tele-Systems Limited manufactures and sells electric vehicle chargers and lithium-ion batteries in India and internationally. It operates through Critical Power and EV Charger segments. The company offers energy storage solutions; switched mode power supply; and switched module rectifier. It also provides DC power conversion systems, hybrid power systems, solar chargers, telecom batteries,"
